"hgnc_symbol"	"mim_morbid_accession"
"BLOC1S4"	NA
"BAIAP2"	NA
"ASB4"	NA
"AWAT1"	NA
"BLCAP"	NA
"ATP8B4"	NA
"ATP6V1G3"	NA
"BFAR"	NA
"ATP6AP2"	300911
"ATP6AP2"	300423
"BCAS1"	NA
"BCAT1"	NA
"AVEN"	NA
"ATP6V1B2"	616455
"ATP6V1B2"	124480
"ATP6V1C1"	NA
"BNIP3L"	NA
"BAD"	NA
"ATP6V0D1"	NA
"B3GALT4"	NA
"BOLL"	NA
"AVPR2"	304800
"AVPR2"	300539
"BARX1"	NA
"ARSH"	NA
"ARSF"	NA
"BAIAP3"	NA
"BACH1"	NA
"ATRN"	NA
"ASB12"	NA
"BCL2"	NA
"ATP1A3"	614820
"ATP1A3"	601338
"ATP1A3"	128235
"ATP23"	NA
"BCS1L"	603358
"BCS1L"	262000
"BCS1L"	256000
"BCS1L"	124000
"AXL"	146110
"ASB15"	NA
"BOLA3"	614299
"ATP1B4"	NA
"ARVCF"	NA
"ATG16L2"	NA
"BOC"	NA
"BMP15"	300510
"ASB7"	NA
"BFSP1"	611391
"AVPI1"	NA
"ATOH8"	NA
"ASCC1"	616867
"ASCC1"	614266
"BDH2"	NA
"BCKDHA"	248600
"AUP1"	NA
"B9D2"	614175
"B3GNT8"	NA
"ATP7B"	277900
"BMS1"	107600
"B3GAT2"	NA
"BATF"	NA
"BAZ1A"	NA
"ASNS"	615574
"ATG14"	NA
"BCL2L10"	NA
"ATP6V1A"	617403
"AUH"	250950
"BCL2L14"	NA
"BCL3"	NA
"BHLHB9"	NA
"ATL2"	NA
"BCAN"	NA
"BAHD1"	NA
"BEGAIN"	NA
"BIRC7"	NA
"BIK"	NA
"BCL2A1"	NA
"BIRC5"	NA
"ATP6V0E2"	NA
"B4GALNT2"	NA
"B4GALT5"	NA
"BACE1"	NA
"AURKA"	NA
"ATP8A2"	615268
"BCAM"	247420
"BCAM"	111200
"BEX1"	NA
"ASL"	207900
"BHLHE22"	NA
"BORCS5"	NA
"BLOC1S2"	NA
"ATG2A"	NA
"BNIP2"	NA
"AURKC"	243060
"AURKAIP1"	NA
"ATP6V0E1"	NA
"B4GALT7"	130070
"ATPAF2"	604273
"BBOF1"	NA
"ATG13"	NA
"BEX4"	NA
"BCL2L2"	NA
"ATG12"	NA
"ATP1A2"	602481
"ATP1A2"	104290
"ATP1A4"	NA
"BEX2"	NA
"ATP6V0D2"	NA
"ASNSD1"	NA
"BANK1"	152700
"BLM"	210900
"BCKDK"	614923
"BBC3"	NA
"BDP1"	NA
"ASXL3"	615485
"BDH1"	NA
"BMP5"	NA
"BATF2"	NA
"ATF3"	NA
"AZIN2"	NA
"ATXN1"	164400
"BORCS6"	NA
"BATF3"	NA
"BMPR2"	265450
"BMPR2"	178600
"AURKB"	NA
"BEX3"	NA
"BCL6B"	NA
"BAZ1B"	NA
"ASXL1"	614286
"ASXL1"	605039
"BAZ2A"	NA
"ATP6V1G1"	NA
"BMP1"	614856
"ATP10B"	NA
"B4GALT3"	NA
"BECN1"	NA
"BBS1"	209900
"BBIP1"	615995
"ATP11AUN"	NA
"BEND3"	NA
"BCAR1"	NA
"BCLAF1"	NA
"BCDIN3D"	NA
"ATG10"	NA
"B3GALT1"	NA
"B4GALT4"	NA
"BIN1"	255200
"ASGR2"	NA
"ATAD2"	NA
"BCL7B"	NA
"BOD1L2"	NA
"ATAD3B"	NA
"ATF6"	616517
"B3GALT2"	NA
"ASAH2"	NA
"ATF4"	NA
"ATG9B"	NA
"ASGR1"	NA
"BMPR1B"	616849
"BMPR1B"	609441
"BMPR1B"	112600
"ATAD3A"	617183
"ATF7IP"	NA
"ASCL4"	NA
"ATXN2L"	NA
"ASPM"	608716
"BCHE"	NA
"BECN2"	NA
"B3GNT3"	NA
"BORA"	NA
"ATM"	208900
"ATM"	114480
"BOLA2"	NA
"ATOX1"	NA
"ASIC3"	NA
"BCL7A"	NA
"BLMH"	104300
"ASB8"	NA
"ATG3"	NA
"ASPN"	607850
"ASPN"	603932
"ATP1B2"	NA
"BMS1P1"	NA
"BCL6"	NA
"B3GNT4"	NA
"ATP2C1"	169600
"BHMT2"	NA
"BHMT"	NA
"BLZF1"	NA
"ATP1B1"	145500
"BLOC1S3"	614077
"ATF5"	NA
"BIRC3"	NA
"ATP6AP1"	300972
"B3GLCT"	261540
"BIRC2"	NA
"ASTE1"	NA
"BMP10"	NA
"ARTN"	NA
"B4GALNT1"	NA
"B3GNT6"	NA
"ATP6V0B"	NA
"BAZ2B"	NA
"B4GALT2"	NA
"ASB10"	603383
"ATP8B1"	243300
"ATP8B1"	211600
"ATP8B1"	147480
"BBX"	NA
"AZGP1"	NA
"BLK"	613375
"BOK"	NA
"BIRC6"	NA
"BCORL1"	NA
"ATG4B"	NA
"BIN3"	NA
"ASTN1"	NA
"BAK1"	NA
"ASAH2B"	NA
"ATP2B4"	NA
"B9D1"	617120
"B9D1"	614209
"ASIC1"	NA
"ATG16L1"	611081
"BMP2"	617877
"BMP2"	235200
"BMP2"	112600
"AUNIP"	NA
"AVIL"	NA
"B3GNT9"	NA
"ARSK"	NA
"ATP2A1"	601003
"ARV1"	617020
"ATE1"	NA
"AUTS2"	615834
"BLVRB"	NA
"ATXN7"	164500
"BHLHE40"	NA
"ATP6V1F"	NA
"ASB1"	NA
"ATXN7L2"	NA
"ART4"	616060
"BBS5"	615983
"BCL11A"	617101
"AVPR1B"	NA
"BLID"	NA
"BAHCC1"	NA
"BFSP2"	611597
"BEST4"	NA
"B3GALNT2"	615181
"ATXN10"	603516
"BCL10"	616098
"BCL10"	613024
"BCL10"	605027
"BCL10"	273300
"BCL10"	156240
"BCL10"	137245
"BCL9L"	NA
"BIN2"	NA
"BBS10"	615987
"ASZ1"	NA
"BOP1"	NA
"BCL9"	NA
"ATP13A3"	NA
"ATP6V0A4"	602722
"ATAD5"	NA
"ASB17"	NA
"BCCIP"	NA
"BMP8A"	NA
"ATP11B"	NA
"ASPG"	NA
"ARSI"	NA
"AZI2"	NA
"BCL11B"	617237
"ATP2A2"	124200
"ATP2A2"	101900
"ATP6V0A1"	NA
"ATP6V1E2"	NA
"ATP6V0A2"	278250
"ATP6V0A2"	219200
"ASB14"	NA
"ART3"	NA
"BOLA1"	NA
"B3GNT5"	NA
"ASB18"	NA
"BARHL2"	NA
"ATPAF1"	NA
"BCL2L15"	NA
"BICD1"	NA
"AVPR1A"	NA
"BBS7"	615984
"ATP10A"	NA
"BMP8B"	NA
"ATF1"	NA
"BCAS2"	NA
"ATP4B"	NA
"BBS4"	615982
"BBS4"	209900
"ATXN2"	183090
"ATXN2"	168600
"B3GNT7"	NA
"BNIPL"	NA
"BLOC1S1"	NA
"BNC1"	NA
"ASCL3"	NA
"BICDL2"	NA
"BBS12"	615989
"ATP1A1"	NA
"ASIC5"	NA
"BEND5"	NA
"ATP2B1"	NA
"ATP1B3"	NA
"ATOH1"	NA
"ASAP3"	NA
"ATG101"	NA
"BMP3"	NA
"BDKRB1"	NA
"BDKRB2"	NA
"ARSJ"	NA
"ATR"	614564
"ATR"	210600
"ASB5"	NA
"ATF7"	NA
"ASCL1"	209880
"BCAR3"	NA
"BICDL1"	NA
"BAG5"	NA
"BEST3"	NA
"ASH1L"	617796
"ATG4C"	NA
"BGLAP"	NA
"B3GALNT1"	615021
"B3GALNT1"	111400
"C9orf72"	105550
"C5orf15"	NA
"C15orf48"	NA
"C14orf28"	NA
"C4A"	614380
"C4A"	614374
"C4orf19"	NA
"C11orf88"	NA
"C1R"	216950
"C1R"	130080
"C1RL"	NA
"C6orf226"	NA
"C19orf24"	NA
"C21orf62"	NA
"CA9"	NA
"BTBD2"	NA
"C1orf159"	NA
"CA5A"	615751
"C5orf56"	NA
"C12orf4"	NA
"BRCC3"	NA
"CAB39L"	NA
"C2orf50"	NA
"C16orf89"	NA
"C17orf112"	NA
"C11orf49"	NA
"BUB1"	NA
"C5orf22"	NA
"C2"	615489
"C2"	217000
"BRD4"	NA
"C9orf152"	NA
"BYSL"	NA
"C17orf102"	NA
"C4B"	614379
"CA12"	143860
"CA4"	600852
"BUD13"	NA
"BPY2B"	NA
"CA8"	613227
"C11orf45"	NA
"C22orf23"	NA
"BRSK2"	NA
"C6orf118"	NA
"C20orf144"	NA
"C22orf39"	NA
"C16orf86"	NA
"C20orf173"	NA
"C6orf10"	NA
"C14orf180"	NA
"C10orf99"	NA
"BPY2C"	NA
"C9orf106"	NA
"C10orf82"	NA
"C11orf54"	NA
"C6orf132"	NA
"C11orf1"	NA
"C5orf52"	NA
"BTRC"	NA
"C19orf44"	NA
"C19orf73"	NA
"BTD"	253260
"C1QTNF5"	605670
"C19orf54"	NA
"C6orf47"	NA
"C6orf48"	NA
"C9orf50"	NA
"CA5B"	NA
"C1QTNF9B"	NA
"C2orf48"	NA
"C6orf136"	NA
"C5orf49"	NA
"C17orf75"	NA
"BRD8"	NA
"BSPRY"	NA
"BRSK1"	NA
"C4orf50"	NA
"C19orf38"	NA
"BVES"	616812
"C9orf16"	NA
"CABLES2"	NA
"BTG3"	NA
"C8G"	NA
"BTN3A2"	NA
"BSG"	111380
"C1QL1"	NA
"C5orf24"	NA
"C11orf52"	NA
"C11orf68"	NA
"BRD9"	NA
"C19orf25"	NA
"C2CD5"	NA
"C17orf67"	NA
"C1QTNF9"	NA
"C17orf53"	NA
"C9orf78"	NA
"C9orf43"	NA
"BTF3"	NA
"BPTF"	617755
"C16orf58"	NA
"C22orf31"	NA
"C9orf129"	NA
"BTN2A2"	NA
"BUD31"	NA
"C1QTNF8"	NA
"C21orf140"	NA
"C17orf47"	NA
"C19orf12"	615043
"C19orf12"	614298
"BUB1B-PAK6"	NA
"BUB1B"	257300
"BUB1B"	176430
"BUB1B"	114500
"C16orf72"	NA
"C5orf30"	NA
"C8orf88"	NA
"C2orf73"	NA
"BRPF1"	617333
"BRMS1"	NA
"C2orf83"	NA
"BTN3A1"	NA
"C21orf91"	NA
"C1QTNF1"	NA
"C2orf78"	NA
"C2orf68"	NA
"BTN3A3"	NA
"C1orf195"	NA
"C10orf113"	NA
"BRS3"	NA
"C8orf48"	NA
"BRWD1"	NA
"BRD2"	NA
"C17orf80"	NA
"C18orf63"	NA
"C17orf82"	NA
"C7orf33"	NA
"C9orf24"	NA
"C2CD4B"	NA
"C5orf47"	NA
"C17orf49"	NA
"C1orf174"	NA
"C1QTNF3"	NA
"C17orf78"	NA
"C10orf120"	NA
"C19orf48"	NA
"C6orf203"	NA
"BORCS8-MEF2B"	NA
"C22orf15"	NA
"BORCS8"	NA
"C15orf59"	NA
"C20orf194"	NA
"C16orf87"	NA
"C12orf77"	NA
"C1S"	617174
"C1S"	613783
"C17orf77"	NA
"C2orf15"	NA
"BTBD10"	NA
"BRPF3"	NA
"C10orf88"	NA
"C10orf62"	NA
"C12orf40"	NA
"C20orf202"	NA
"C1QTNF7"	NA
"BTBD18"	NA
"C4orf48"	NA
"C21orf58"	NA
"C14orf119"	NA
"C9orf3"	NA
"C5orf58"	NA
"C8orf86"	NA
"C8orf59"	NA
"BPHL"	NA
"C6orf222"	NA
"C11orf98"	NA
"C2orf74"	NA
"C7orf26"	NA
"BSX"	NA
"C20orf85"	NA
"BRIX1"	NA
"CA2"	259730
"CA1"	NA
"C11orf74"	NA
"CA13"	NA
"C10orf55"	NA
"CA3"	NA
"CABLES1"	NA
"C17orf97"	NA
"C7orf50"	NA
"C8orf89"	NA
"C15orf32"	NA
"C16orf91"	NA
"BPI"	NA
"C7orf65"	NA
"C1orf216"	NA
"C16orf90"	NA
"C6orf106"	NA
"CAAP1"	NA
"C2orf69"	NA
"C1GALT1C1"	300622
"C7orf69"	NA
"C12orf43"	NA
"C3orf20"	NA
"C1GALT1"	NA
"BTNL8"	NA
"BST2"	NA
"C16orf92"	NA
"C9"	615591
"C9"	613825
"BSCL2"	615924
"BSCL2"	600794
"BSCL2"	270685
"BSCL2"	269700
"C18orf54"	NA
"C16orf78"	NA
"BRAF"	613707
"BRAF"	613706
"BRAF"	211980
"BRAF"	163950
"BRAF"	115150
"C3orf70"	NA
"C16orf45"	NA
"CABIN1"	NA
"C5orf38"	NA
"BUB3"	NA
"C18orf25"	NA
"C6orf201"	NA
"BRD3"	NA
"CA7"	NA
"C1QTNF2"	NA
"BST1"	NA
"C2orf42"	NA
"BTNL3"	NA
"BTNL9"	NA
"C3orf67"	NA
"C8orf76"	NA
"C9orf135"	NA
"C5AR1"	NA
"C5AR2"	NA
"C14orf93"	NA
"C20orf78"	NA
"C1QTNF6"	NA
"C3orf18"	NA
"C11orf21"	NA
"C10orf53"	NA
"C20orf141"	NA
"C18orf21"	NA
"C3orf30"	NA
"C2orf54"	NA
"C1orf21"	NA
"BTAF1"	NA
"C1D"	NA
"C2orf49"	NA
"C4orf33"	NA
"C11orf96"	NA
"BRINP3"	NA
"BRF2"	NA
"C15orf39"	NA
"C3orf52"	NA
"BPNT1"	NA
"C16orf97"	NA
"C8orf74"	NA
"C1orf115"	NA
"C7orf25"	NA
"C1orf226"	NA
"C2CD3"	615948
"BRD7"	NA
"C2orf88"	NA
"C7"	610102
"C1orf94"	NA
"BTLA"	NA
"BRIP1"	609054
"BRIP1"	189960
"BRIP1"	114480
"C5"	615749
"C5"	609536
"BTC"	NA
"C5orf34"	NA
"C1orf53"	NA
"C11orf65"	NA
"C19orf53"	NA
"C19orf47"	NA
"C1orf100"	NA
"C9orf116"	NA
"C11orf71"	NA
"C21orf2"	617547
"C21orf2"	602271
"C1orf122"	NA
"C19orf57"	NA
"C1orf112"	NA
"C2orf40"	NA
"C12orf54"	NA
"C1orf229"	NA
"C8orf58"	NA
"C16orf74"	NA
"C1orf105"	NA
"C1orf35"	NA
"C16orf96"	NA
"C7orf31"	NA
"C6"	612446
"C16orf54"	NA
"C1orf109"	NA
"C1orf194"	NA
"BPY2"	415000
"BTK"	307200
"BTK"	300755
"BRINP2"	NA
"C12orf10"	NA
"BRICD5"	NA
"BTG2"	NA
"BRAT1"	614498
"C7orf66"	NA
"BSPH1"	NA
"BTBD6"	NA
"BRF1"	616202
"BRINP1"	NA
"C16orf70"	NA
"C1orf198"	NA
"BSDC1"	NA
"C9orf57"	NA
"C1orf131"	NA
"C19orf67"	NA
"C3orf49"	NA
"C1QBP"	617713
"BZW1"	NA
"C17orf107"	NA
"C11orf58"	NA
"CAB39"	NA
"C3AR1"	NA
"BRMS1L"	NA
"C4orf17"	NA
"C8orf34"	NA
"C19orf70"	NA
"BSND"	602522
"CA6"	NA
"C1orf162"	NA
"C3"	613779
"C3"	612925
"C3"	611378
"C3orf79"	NA
"BRI3BP"	NA
"BRCA2"	613347
"BRCA2"	613029
"BRCA2"	612555
"BRCA2"	605724
"BRCA2"	194070
"BRCA2"	189960
"BRCA2"	176807
"BRCA2"	155255
"BRCA2"	114480
"C22orf42"	NA
"C6orf141"	NA
"C1orf116"	NA
"C1orf52"	NA
"C4BPB"	NA
"C9orf47"	NA
"C4BPA"	NA
"C8A"	613790
"C19orf18"	NA
"BTBD19"	NA
"C8B"	613789
"C20orf27"	NA
"C4orf3"	NA
"C11orf87"	NA
"C22orf46"	NA
"BPIFC"	NA
"BZW2"	NA
"C3orf36"	NA
"C12orf65"	613559
"C3orf33"	NA
"C3orf22"	NA
"C4orf51"	NA
"C1orf74"	NA
"BTF3L4"	NA
"C5orf60"	NA
"C14orf177"	NA
"C3orf56"	NA
"BRCA1"	617883
"BRCA1"	614320
"BRCA1"	604370
"BRCA1"	114480
"C16orf71"	NA
"C10orf105"	NA
"C4B_2"	NA
"BPIFB3"	NA
"BPGM"	222800
"C1QA"	613652
"CA14"	NA
"BPIFB4"	NA
"C1orf54"	NA
"C7orf55-LUC7L2"	NA
"C1orf158"	NA
"BPIFA2"	NA
"C16orf95"	NA
"C19orf66"	NA
"C1QC"	613652
"C8orf33"	NA
"C1QB"	613652
"C7orf71"	NA
"BPIFA3"	NA
"BRDT"	617644
"C1QL2"	NA
"C1orf50"	NA
"C11orf16"	NA
"BPIFA1"	NA
"BRK1"	NA
"BTBD8"	NA
"C12orf49"	NA
"BTBD1"	NA
"C12orf50"	NA
"C12orf29"	NA
"C7orf43"	NA
"C10orf90"	NA
"C11orf24"	NA
"C1orf123"	NA
"C19orf33"	NA
"BTBD16"	NA
"BRAP"	NA
"C1orf210"	NA
"C11orf53"	NA
"BTBD3"	NA
"C18orf32"	NA
"C3orf38"	NA
"BTG4"	NA
"C1orf68"	NA
"C1orf185"	NA
"BTG1"	NA
"C12orf74"	NA
"C1orf87"	NA
"C1orf146"	NA
"C4orf46"	NA
"C1orf189"	NA
"C4orf45"	NA
"C3orf84"	NA
"C1orf43"	NA
"C3orf62"	NA
"C9orf40"	NA
"C12orf42"	NA
"C12orf73"	NA
"BRD1"	NA
"CABP1"	NA
"C12orf45"	NA
"C12orf75"	NA
"CCDC26"	NA
"CCZ1"	NA
"CCHCR1"	NA
"CCDC127"	NA
"CCR4"	NA
"CD4"	613949
"CCDC105"	NA
"CCDC179"	NA
"CAGE1"	NA
"CAT"	614097
"CCNY"	NA
"CASC10"	NA
"CCND2"	615938
"CAPN6"	NA
"CCDC77"	NA
"CASP14"	617320
"CACNB3"	NA
"CATIP"	NA
"CD274"	NA
"CASP12"	NA
"CARHSP1"	NA
"CADM1"	NA
"CCDC107"	NA
"CACNA1C"	611875
"CACNA1C"	601005
"CACNG3"	NA
"CCT4"	NA
"CAPN15"	NA
"CCL18"	NA
"CCL3L3"	609423
"CCL3L1"	609423
"CBFA2T2"	NA
"CCL3"	609423
"CCDC172"	NA
"CASP4"	NA
"CCDC88C"	616053
"CCDC88C"	236600
"CCL4L2"	NA
"CCDC153"	NA
"CCL2"	609423
"CCL2"	607948
"CCL2"	182940
"CACUL1"	NA
"CAST"	616295
"CCL7"	NA
"CASS4"	NA
"CD38"	NA
"CAP2"	NA
"CAMK4"	NA
"CCT5"	256840
"CCDC47"	NA
"CAMK1"	NA
"CATSPERB"	NA
"CAPSL"	NA
"CCDC25"	NA
"CCDC74A"	NA
"CBL"	613563
"CBL"	607785
"CD300LG"	NA
"CASP5"	NA
"CATSPER1"	612997
"CCDC182"	NA
"CCL11"	609423
"CCL11"	600807
"CCL8"	NA
"CCL13"	NA
"CBARP"	NA
"CCBE1"	235510
"CBWD1"	NA
"CCL1"	NA
"CABS1"	NA
"CCAR1"	NA
"CCDC90B"	NA
"CALML5"	NA
""	NA
"CALML3"	NA
"CACNG5"	NA
"CACNG4"	NA
"CASP1"	NA
"CCND3"	NA
"CACNG1"	NA
"CCT6B"	NA
"CAMKK1"	NA
"CATSPERD"	NA
"CCDC138"	NA
"CCDC144NL"	NA
"CCNH"	NA
"CACNA1G"	616795
"CD207"	613393
"CCT7"	NA
"CALCR"	166710
"CD44"	609027
"CD177"	NA
"CASC3"	NA
"CARS"	NA
"CACNA1B"	614860
"CARD16"	NA
"CARD18"	NA
"CASP7"	NA
"CABYR"	NA
"CASP8AP2"	NA
"CCL5"	NA
"CACNB2"	611876
"CCNC"	NA
"CCND1"	254500
"CCND1"	193300
"CCSER2"	NA
"CCDC51"	NA
"CAPNS1"	NA
"CAND2"	NA
"CAPN10"	601283
"CCDC74B"	NA
"CCDC117"	NA
"CAMLG"	NA
"CCDC146"	NA
"CCDC85B"	NA
"CALML6"	NA
"CARD19"	NA
"CCNF"	NA
"CCDC27"	NA
"CAPS"	NA
"CCDC88A"	617507
"CCDC88A"	260565
"CCDC186"	NA
"CCNT2"	NA
"CARM1"	NA
"CATSPER2"	612997
"CATSPER2"	611102
"CALR"	254450
"CALR"	187950
"CAPN11"	NA
"CAPN13"	NA
"CCDC6"	NA
"CCDC177"	NA
"CD163"	NA
"CCL16"	NA
"CCM2L"	NA
"CAPNS2"	NA
"CCL15"	NA
"CCL14"	NA
"CCDC88B"	NA
"CD109"	NA
"CACTIN"	NA
"CALB1"	NA
"CCL23"	NA
"CADM4"	NA
"CCDC34"	NA
"CANT1"	617719
"CANT1"	251450
"CCL4"	NA
"CCDC166"	NA
"CACNA1H"	617027
"CACNA1H"	611942
"CCNE1"	NA
"CD248"	NA
"CCR7"	NA
"CCDC15"	NA
"CCDC92"	NA
"CD2BP2"	NA
"CD79A"	613501
"CBX1"	NA
"CD37"	NA
"CD151"	609057
"CD151"	179620
"CBSL"	NA
"CCDC150"	NA
"CCDC102B"	NA
"CBS"	236200
"CCL20"	NA
"CCNO"	615872
"CAPN14"	NA
"CD6"	NA
"CCKAR"	NA
"CCR6"	NA
"CD226"	NA
"CCT8"	NA
"CARS2"	616672
"CD276"	NA
"CACNB4"	613855
"CACNB4"	607682
"CBX2"	613080
"CASZ1"	NA
"CATSPERG"	NA
"CD24"	NA
"CBX8"	NA
"CD3E"	615615
"CD209"	614371
"CD209"	609423
"CD209"	607948
"CBX4"	NA
"CD5"	NA
"CCL26"	NA
"CACFD1"	NA
"CD40LG"	308230
"CD3D"	615617
"CASC1"	NA
"CCDC120"	NA
"CCL24"	NA
"CD300A"	NA
"CD3G"	615607
"CD300LB"	NA
"CD300C"	NA
"CACNA2D4"	610478
"CD79B"	612692
"CD300LD"	NA
"CCDC8"	614205
"CALM3"	NA
"CCDC91"	NA
"CCR10"	NA
"CD68"	NA
"CASP9"	NA
"CCR8"	NA
"CCDC40"	613808
"CD300E"	NA
"CCDC70"	NA
"CAMK2G"	NA
"CBLN4"	NA
"CACNG2"	614256
"CATSPER3"	NA
"CACNA2D2"	NA
"CD320"	613646
"CCDC175"	NA
"CCM2"	603284
"CCDC97"	NA
"CCDC140"	NA
"CAMK2B"	617799
"CAMSAP3"	NA
"CACNG7"	NA
"CD59"	612300
"CACNG8"	NA
"CACNG6"	NA
"CCDC89"	NA
"CCT3"	NA
"CACNA1A"	617106
"CACNA1A"	183086
"CACNA1A"	141500
"CACNA1A"	108500
"CD300LF"	NA
"CCNB2"	NA
"CCDC174"	616816
"CCZ1B"	NA
"CARD14"	602723
"CARD14"	173200
"CCDC83"	NA
"CCDC159"	NA
"CD180"	NA
"CD14"	NA
"CD83"	NA
"CCR9"	NA
"CBLC"	NA
"CACNA1F"	300600
"CACNA1F"	300476
"CACNA1F"	300071
"CCDC112"	NA
"CC2D2A"	612285
"CC2D2A"	612284
"CC2D2A"	216360
"CALHM1"	NA
"CARNS1"	NA
"CD1D"	NA
"CD1A"	NA
"CAMK1D"	NA
"CD1C"	NA
"CD1B"	NA
"CACNB1"	NA
"CD1E"	NA
"CAD"	616457
"CAMP"	NA
"CCDC22"	300963
"CCT8L2"	NA
"CCNE2"	NA
"CCDC178"	NA
"CALY"	NA
"CCR1"	NA
"CCR3"	NA
"CBWD3"	NA
"CADM3"	NA
"CCR2"	NA
"CCL25"	NA
"CCDC115"	616828
"CCR5"	612522
"CCR5"	610379
"CCR5"	609532
"CAPRIN1"	NA
"CCRL2"	NA
"CCDC3"	NA
"CD69"	NA
"CALCRL"	NA
"CCDC69"	NA
"CCNJL"	NA
"CCDC68"	NA
"CASP2"	NA
"CACNA1E"	NA
"CCDC106"	NA
"CAPN3"	253600
"CAMKK2"	NA
"CBLL1"	NA
"CCIN"	NA
"CD84"	NA
"CCNA1"	NA
"CD48"	NA
"CBR1"	NA
"CCDC9"	NA
"CCNL2"	NA
"CCDC116"	NA
"CD244"	180300
"CCKBR"	NA
"CAPZB"	NA
"CAPN1"	616907
"CCDC7"	NA
"CARMIL1"	NA
"CCDC113"	NA
"CAPN12"	NA
"CBY1"	NA
"CBWD5"	NA
"CBWD2"	NA
"CCDC155"	NA
"CBR3"	NA
"CAMTA2"	NA
"CCDC33"	NA
"CAMKMT"	NA
"CCDC57"	NA
"CARD6"	NA
"CCL22"	NA
"CCL17"	NA
"CD81"	613496
"CCL28"	NA
"CCDC190"	NA
"CD28"	NA
"CD27"	615122
"CD80"	NA
"CABP4"	610427
"CCDC185"	NA
"CAPN8"	NA
"CAPN2"	NA
"CD200"	NA
"CCDC167"	NA
"CBFA2T3"	NA
"CCDC130"	NA
"CCL27"	NA
"CARD10"	NA
"CCP110"	NA
"CD247"	610163
"CD33"	NA
"CCDC121"	NA
"CALM1"	616247
"CALM1"	614916
"CACNA1I"	NA
"CAMSAP2"	NA
"CCNB3"	NA
"CCDC184"	NA
"CCDC80"	NA
"CCDC28B"	209900
"CD82"	176807
"CD200R1"	NA
"CASKIN1"	NA
"CCDC181"	NA
"CAMKV"	NA
"CACNA1S"	601887
"CACNA1S"	188580
"CACNA1S"	170400
"CARF"	NA
"CC2D1A"	608443
"CAPN7"	NA
"CCDC85A"	NA
"CD3EAP"	NA
"CBLB"	NA
"CD40"	606843
"CCDC151"	616037
"CALU"	NA
"CBX6"	NA
"CCDC54"	NA
"CADPS"	NA
"CD22"	NA
"CCDC124"	NA
"CAPN5"	193235
"CASK"	300749
"CASK"	300422
"CAPRIN2"	NA
"CCNB1"	NA
"CCDC24"	NA
"CD63"	NA
"CCDC136"	NA
"CABP2"	614899
"CALCA"	NA
"CALCB"	NA
"CASC4"	NA
"CAPS2"	NA
"CACYBP"	NA
"CCAR2"	NA
"CAMK2N1"	NA
"CCDC50"	607453
"CD70"	NA
"CBFB"	NA
"CD2AP"	607832
"CBX7"	NA
"CARD11"	617638
"CARD11"	616452
"CARD11"	615206
"CARD11"	606445
"CCDC28A"	NA
"CCDC42"	NA
"CCNT1"	NA
"CCDC168"	NA
"CCSAP"	NA
"CCDC66"	NA
"CCDC148"	NA
"CAPN9"	NA
"CD19"	613493
"CD19"	240500
"CASP6"	NA
"CCDC141"	146110
"CABP5"	NA
"CD47"	NA
"CCDC43"	NA
"CCNB1IP1"	NA
"CCDC12"	NA
"CCDC149"	NA
"CATSPER4"	NA
"CD302"	NA
"CD86"	NA
"CASR"	612899
"CASR"	601198
"CASR"	239200
"CASR"	145980
"CCNI"	NA
"CACNA1D"	615474
"CACNA1D"	614896
"CCNG2"	NA
"CAPG"	NA
"CCDC58"	NA
"CCNG1"	NA
"CD7"	NA
"CBX5"	NA
"CCL19"	NA
"CCL21"	NA
"CD52"	NA
"CCS"	NA
"CAPZA1"	NA
"CCDC87"	NA
"CD160"	NA
"CD55"	613793
"CD55"	226300
""	613807
"CCDC17"	NA
"CCDC39"	NA
"CCDC93"	NA
"CAMK2A"	617798
"CD46"	612922
"CASP3"	NA
"CCDC103"	614679
"CAND1"	NA
"CALCOCO2"	NA
"CD72"	NA
"CARD8"	NA
"CCDC134"	NA
"CBLN3"	NA
"CD34"	NA
"CAMK1G"	NA
"CCK"	NA
"CAMSAP1"	NA
"CCNJ"	NA
"CBX3"	NA
"CC2D2B"	NA
"CD36"	611162
"CD36"	610938
"CD36"	608404
"CCDC86"	NA
"CC2D1B"	NA
"CANX"	NA
"CD53"	NA
"CCDC30"	NA
"CBR4"	NA
"CCNK"	NA
"CCDC170"	NA
"CCDC85C"	NA
"CCDC114"	615067
"CCDC59"	NA
"CAV2"	NA
"CCNA2"	NA
"CASKIN2"	NA
"CCNDBP1"	NA
"CALD1"	NA
"CALM2"	616249
"CD164"	616969
"CCDC63"	NA
"CALML4"	NA
"CCT6A"	NA
"CAV1"	615343
"CAV1"	612526
"CAV1"	606721
"CCDC14"	NA
"CADM2"	NA
"CARD9"	212050
"CASP10"	613659
"CASP10"	605027
"CASP10"	603909
"CD74"	NA
"CACNA2D3"	NA
"CAV3"	614321
"CAV3"	611818
"CAV3"	607801
"CAV3"	606072
"CAV3"	192600
"CAV3"	123320
"CAPZA2"	NA
"CASQ2"	611938
"CASQ2"	604772
"CASP8"	607271
"CASP8"	211980
"CASP8"	114550
"CASP8"	114480
"CD58"	NA
"CCSER1"	NA
"CD2"	NA
"CD101"	NA
"CAP1"	NA
"CCER1"	NA
"CCDC137"	NA
"CCDC158"	NA
"CAMK2D"	NA
"CARTPT"	601665
